name,armed robbery,car theft,snatch theft,minor injuries,robbery,serious injuries,theft,vandalism,date,latitude,longitude
complaint61,0,0,0,0,1,0,0,0,12/03/2021,-31.448735135471022,-64.24719612169999
complaint62,0,0,2,0,0,0,0,0,07/04/2013,-31.4483397080573,-64.24881095379172
complaint63,2,0,0,0,0,0,0,0,19/03/2017,-31.4485531383767,-64.2489516597325
complaint64,1,0,2,0,1,0,0,0,14/12/2019,-31.448796056555825,-64.24297380047275
complaint65,0,0,0,0,2,0,0,0,23/09/2012,-31.449991039720963,-64.24940254035198
complaint66,0,0,1,0,0,0,0,0,29/06/2012,-31.448536753620413,-64.24741213312413
complaint67,0,0,2,0,2,0,0,0,11/03/2014,-31.449723928779967,-64.24863377181093
complaint68,2,0,0,0,2,0,0,0,24/05/2020,-31.451795537459116,-64.24702059763892
complaint69,1,0,0,0,0,0,0,0,12/02/2011,-31.45184400963703,-64.24304548405011
complaint70,2,0,2,0,1,0,0,0,30/04/2014,-31.44772267978661,-64.24898061214468
complaint71,2,0,0,0,2,0,0,0,17/02/2017,-31.45158280112896,-64.24348368894138
complaint72,1,0,2,0,2,0,0,0,12/09/2021,-31.448610041923207,-64.24728541215639
complaint73,0,0,2,0,2,0,0,0,24/02/2015,-31.451068512968092,-64.24707222874517
complaint74,2,0,1,0,0,0,0,0,31/03/2019,-31.449723004149945,-64.24836406380376
complaint75,0,0,1,0,1,0,0,0,16/08/2015,-31.44838139418025,-64.2463379940277
complaint76,1,0,1,0,0,0,0,0,02/09/2020,-31.45001112056963,-64.2460954702479
complaint77,0,0,1,0,1,0,0,0,26/12/2015,-31.451207036286704,-64.24409255265189
complaint78,0,0,1,0,2,0,0,0,30/10/2010,-31.449563564421705,-64.2469986262439
complaint79,2,0,2,0,1,0,0,0,06/12/2017,-31.447999486059096,-64.24943943882067
complaint80,2,0,2,0,2,0,0,0,29/05/2014,-31.447644679612292,-64.24609946554668
complaint81,1,0,2,0,1,0,0,0,23/03/2011,-31.450237644247164,-64.24380783899984
complaint82,0,0,0,0,0,0,0,0,23/06/2010,-31.449701465042946,-64.24589306285912
complaint83,2,0,1,0,2,0,0,0,05/08/2018,-31.44915482354645,-64.24405446721893
complaint84,2,0,2,0,1,0,0,0,15/08/2015,-31.448416203301836,-64.24842617901277
complaint85,1,0,1,0,0,0,0,0,20/02/2020,-31.450350692415917,-64.24815632451404
complaint86,0,0,2,0,1,0,0,0,21/12/2015,-31.44900684352806,-64.24514464706756
complaint87,2,0,2,0,1,0,0,0,02/09/2012,-31.44818210797254,-64.24494628146677
complaint88,0,0,2,0,2,0,0,0,15/12/2020,-31.45187952022026,-64.24379349299087
complaint89,0,0,0,0,0,0,0,0,15/02/2012,-31.45175321366199,-64.24795876181265
complaint90,0,0,1,0,0,0,0,0,27/09/2015,-31.448043559572493,-64.24879885159883
complaint91,0,0,2,0,0,0,0,0,19/12/2021,-31.4485114943796,-64.24655165470323
complaint92,1,0,0,0,0,0,0,0,16/02/2015,-31.450794427920005,-64.24343053230112
complaint93,0,0,0,0,2,0,0,0,11/08/2015,-31.45108640073976,-64.24422783075266
complaint94,1,0,2,0,2,0,0,0,01/01/2017,-31.451299233896048,-64.24771513560005
complaint95,0,0,1,0,2,0,0,0,12/05/2017,-31.44773587149553,-64.24326567494752
complaint96,1,0,1,0,2,0,0,0,15/09/2016,-31.449116392178574,-64.24724967487673
complaint97,2,0,1,0,2,0,0,0,07/11/2020,-31.450966881075786,-64.24456758465688
complaint98,0,0,0,0,2,0,0,0,01/12/2015,-31.451243705376825,-64.2471380867249
complaint99,1,0,2,0,0,0,0,0,06/06/2014,-31.450043994608922,-64.24297647015581
complaint100,0,0,0,0,2,0,0,0,29/03/2021,-31.449565682557825,-64.24874372529418
complaint101,2,0,2,0,2,0,0,0,18/09/2012,-31.450446002296513,-64.24579043631847
complaint102,0,0,0,0,2,0,0,0,15/09/2015,-31.45005961266421,-64.2449636633746
complaint103,2,0,1,0,2,0,0,0,26/01/2010,-31.44770818614916,-64.2444640442605
complaint104,1,0,2,0,1,0,0,0,28/03/2014,-31.449062263742643,-64.24299021529947
complaint105,1,0,2,0,2,0,0,0,03/04/2015,-31.448928109386987,-64.24753787516552
complaint106,0,0,0,0,1,0,0,0,11/10/2014,-31.450323442456938,-64.2485209618684
complaint107,0,0,0,0,0,0,0,0,17/04/2014,-31.451671899450133,-64.24757714210753
complaint108,1,0,2,0,0,0,0,0,20/05/2013,-31.44871955776475,-64.24443815286274
complaint109,1,0,0,0,2,0,0,0,20/11/2016,-31.449933555726453,-64.24297176824305
complaint110,2,0,2,0,0,0,0,0,25/01/2018,-31.45182295268047,-64.24338048320175
complaint111,2,0,0,0,2,0,0,0,15/03/2015,-31.451249694517266,-64.24612135341728
complaint112,0,0,1,0,2,0,0,0,05/10/2020,-31.451380528055324,-64.24651057124802
complaint113,1,0,2,0,2,0,0,0,06/11/2010,-31.448250598966148,-64.24390754998734
complaint114,1,0,0,0,1,0,0,0,17/07/2012,-31.448443375940652,-64.24390366742436
complaint115,1,0,0,0,1,0,0,0,28/11/2018,-31.450724671323947,-64.24526688745784
complaint116,0,0,0,0,0,0,0,0,30/08/2018,-31.451380644178467,-64.24584907220438
complaint117,2,0,0,0,1,0,0,0,05/08/2010,-31.44946416039659,-64.24305118941143
complaint118,0,0,2,0,2,0,0,0,23/03/2015,-31.448112426677696,-64.24472952049658
complaint119,2,0,1,0,1,0,0,0,14/08/2014,-31.44772389877835,-64.24638565120075
complaint120,1,0,1,0,1,0,0,0,18/05/2012,-31.450817055450525,-64.24437768206764
complaint121,1,0,1,0,0,0,0,0,24/03/2012,-31.450130385317,-64.24955231405761
complaint122,1,0,2,0,2,0,0,0,18/12/2010,-31.44997455949548,-64.24943604036682
complaint123,2,0,2,0,2,0,0,0,17/05/2014,-31.451229543049728,-64.24591432243486
complaint124,1,0,1,0,0,0,0,0,13/09/2015,-31.45082504797281,-64.24428842639618
complaint125,2,0,2,0,2,0,0,0,27/03/2021,-31.44920908472559,-64.24866393566872
complaint126,0,0,2,0,2,0,0,0,09/09/2014,-31.448568987176237,-64.24662038688926
complaint127,0,0,2,0,2,0,0,0,07/04/2012,-31.448472795305406,-64.2487749725505
complaint128,2,0,1,0,2,0,0,0,25/03/2018,-31.449122784378833,-64.24934130058169
complaint129,2,0,1,0,1,0,0,0,16/06/2019,-31.450938737918705,-64.24402166249334
complaint130,1,0,2,0,1,0,0,0,08/08/2016,-31.447597274578012,-64.24712853613613
complaint131,0,0,0,0,0,0,0,0,08/08/2017,-31.448954717118987,-64.24571033099555
complaint132,2,0,1,0,2,0,0,0,20/03/2016,-31.448515451045093,-64.24882797149995
complaint133,0,0,0,0,2,0,0,0,07/09/2018,-31.448061769983465,-64.24704717514237
complaint134,1,0,2,0,2,0,0,0,27/08/2020,-31.447804956184523,-64.2446298098402
complaint135,1,0,1,0,0,0,0,0,10/04/2013,-31.44979776320712,-64.249056358386
complaint136,0,0,1,0,1,0,0,0,08/11/2011,-31.449334074044597,-64.2456149351943
complaint137,0,0,2,0,0,0,0,0,29/11/2012,-31.451197386154742,-64.2464205819717
complaint138,2,0,0,0,2,0,0,0,26/12/2014,-31.449750816775587,-64.2461566207691
complaint139,0,0,0,0,1,0,0,0,11/10/2015,-31.450492962624732,-64.24794121710818
complaint140,1,0,2,0,2,0,0,0,20/12/2021,-31.450259445203464,-64.24916162588987
complaint141,0,0,0,0,0,0,0,0,25/08/2018,-31.45079686556262,-64.24306566417478
complaint142,2,0,0,0,1,0,0,0,19/07/2014,-31.447427558157248,-64.24496473215952
complaint143,0,0,1,0,1,0,0,0,07/10/2014,-31.450654658535623,-64.24343850289951
complaint144,2,0,2,0,2,0,0,0,04/09/2021,-31.44906478582657,-64.24735905787382
complaint145,0,0,2,0,0,0,0,0,16/04/2018,-31.447907819409796,-64.24813334283712
complaint146,0,0,2,0,0,0,0,0,03/01/2015,-31.45002250720356,-64.24733292142538
complaint147,2,0,2,0,2,0,0,0,17/01/2020,-31.44972071884223,-64.24890400792297
complaint148,1,0,0,0,0,0,0,0,14/04/2011,-31.451057228907416,-64.24714273510841
complaint149,2,0,1,0,0,0,0,0,12/11/2020,-31.4483460138036,-64.2457060334931
complaint150,0,0,1,0,2,0,0,0,29/01/2021,-31.45088842681351,-64.2456134169732
complaint151,0,0,1,0,1,0,0,0,09/02/2020,-31.450226973211453,-64.2479126991428
complaint152,1,0,1,0,2,0,0,0,22/07/2020,-31.449031191063966,-64.24742717543769
complaint153,2,0,0,0,1,0,0,0,29/02/2020,-31.45154313220798,-64.24377033829352
complaint154,2,0,2,0,1,0,0,0,10/06/2021,-31.450137806045912,-64.24849444974392
complaint155,1,0,2,0,0,0,0,0,23/02/2011,-31.450486797599215,-64.24731915990162
complaint156,0,0,1,0,2,0,0,0,29/01/2020,-31.45137672399618,-64.24294623775634
complaint157,1,0,2,0,0,0,0,0,13/07/2016,-31.449240241005043,-64.24923394099075
complaint158,2,0,0,0,2,0,0,0,05/01/2021,-31.450278047729814,-64.24388697554791
complaint159,2,0,0,0,1,0,0,0,02/12/2015,-31.448277403372625,-64.24714479862872
complaint160,0,0,1,0,0,0,0,0,25/06/2016,-31.45134656225775,-64.2474926175672
complaint161,0,0,1,0,1,0,0,0,17/11/2019,-31.45051961116483,-64.24868637550016
complaint162,0,0,1,0,0,0,0,0,15/09/2012,-31.44772462551297,-64.24450142146742
complaint163,2,0,1,0,1,0,0,0,06/01/2011,-31.451752315502315,-64.24335364420347
complaint164,1,0,1,0,2,0,0,0,13/06/2013,-31.448282424126546,-64.24613582234147
complaint165,1,0,0,0,1,0,0,0,30/01/2012,-31.45141022700699,-64.24725194287092
complaint166,0,0,2,0,0,0,0,0,30/03/2016,-31.45050235999221,-64.2467310228111
complaint167,1,0,1,0,2,0,0,0,13/12/2014,-31.448931264731367,-64.24452073487775
complaint168,2,0,0,0,1,0,0,0,31/01/2013,-31.44878972312074,-64.24526026500843
complaint169,1,0,1,0,2,0,0,0,30/07/2021,-31.45045096823446,-64.24711318855658
complaint170,1,0,1,0,2,0,0,0,11/05/2015,-31.449047472829562,-64.24351966011423
complaint171,0,0,1,0,0,0,0,0,31/12/2014,-31.448239645760623,-64.24802136544827
complaint172,1,0,2,0,1,0,0,0,30/01/2011,-31.450832060876312,-64.2480276280543
complaint173,1,0,1,0,1,0,0,0,26/06/2021,-31.44963429356768,-64.2453901333534
complaint174,0,0,1,0,1,0,0,0,24/08/2014,-31.448434902988826,-64.24662237696903
complaint175,1,0,2,0,1,0,0,0,29/09/2016,-31.449060222038025,-64.24671772374946
complaint176,0,0,0,0,0,0,0,0,19/06/2010,-31.451515779875756,-64.24441035011739
complaint177,1,0,2,0,1,0,0,0,01/07/2014,-31.44961923751641,-64.24443365008524
complaint178,2,0,0,0,2,0,0,0,06/06/2017,-31.447930912556487,-64.24338097726806
complaint179,2,0,2,0,1,0,0,0,08/12/2019,-31.45165321802137,-64.24815403125572
complaint180,1,0,1,0,0,0,0,0,13/10/2019,-31.447660790611085,-64.24865334201357
complaint181,0,0,2,0,2,0,0,0,16/09/2012,-31.448168555769605,-64.24812311713548
complaint182,2,0,1,0,0,0,0,0,21/06/2021,-31.451397781036967,-64.24742738581232
complaint183,1,0,0,0,1,0,0,0,27/12/2016,-31.45142347305957,-64.24771569016252
complaint184,1,0,2,0,1,0,0,0,16/04/2017,-31.44967287877496,-64.24826599067738
complaint185,0,0,0,0,2,0,0,0,14/06/2016,-31.450944117683953,-64.24613954971433
complaint186,2,0,1,0,0,0,0,0,30/06/2015,-31.447549293291704,-64.24903918998436
complaint187,2,0,2,0,2,0,0,0,27/11/2020,-31.448966313635147,-64.24722539014192
complaint188,0,0,0,0,1,0,0,0,18/11/2018,-31.448043585715546,-64.24344989887385
complaint189,2,0,1,0,0,0,0,0,15/05/2012,-31.45172565894456,-64.2485342432429
complaint190,0,0,1,0,2,0,0,0,06/11/2014,-31.448270415699316,-64.24633511317798
complaint191,2,0,2,0,1,0,0,0,04/12/2013,-31.45110822693232,-64.24304199767569
complaint192,0,0,1,0,0,0,0,0,26/10/2014,-31.44985798998461,-64.24506085073804
complaint193,0,0,2,0,0,0,0,0,03/06/2014,-31.451480697331796,-64.24721241688026
complaint194,2,0,1,0,1,0,0,0,07/06/2012,-31.449438497332046,-64.24907474545985
complaint195,1,0,1,0,1,0,0,0,15/09/2020,-31.447805409735075,-64.24499962404983
complaint196,2,0,1,0,1,0,0,0,12/03/2020,-31.451636979802196,-64.2468683584897
complaint197,1,0,1,0,0,0,0,0,05/08/2012,-31.448265839570116,-64.24422005040374
complaint198,1,0,0,0,1,0,0,0,30/12/2017,-31.448033008688956,-64.24878529960536
complaint199,2,0,1,0,1,0,0,0,15/05/2012,-31.44934907536106,-64.24707921267905
complaint200,2,0,0,0,0,0,0,0,03/10/2014,-31.448643542234525,-64.24803564768204
complaint201,2,0,0,0,2,0,0,0,11/02/2014,-31.448587375763637,-64.24940005539644
complaint202,1,0,0,0,2,0,0,0,05/11/2018,-31.45134848600302,-64.24790210064229
complaint203,1,0,0,0,1,0,0,0,11/03/2016,-31.449610112064015,-64.24904288714713
complaint204,1,0,2,0,0,0,0,0,23/04/2017,-31.451285728222913,-64.24897136078239
complaint205,2,0,0,0,0,0,0,0,29/09/2011,-31.44919857681818,-64.24328537452445
complaint206,0,0,0,0,0,0,0,0,28/09/2014,-31.44898563566524,-64.24545656528595
complaint207,0,0,1,0,0,0,0,0,28/11/2016,-31.44803669605891,-64.24862432112629
complaint208,0,0,1,0,1,0,0,0,06/12/2016,-31.449789751132688,-64.2490593074583
complaint209,0,0,0,0,2,0,0,0,29/10/2018,-31.44746033289163,-64.24479319860303
complaint210,2,0,1,0,2,0,0,0,17/01/2013,-31.44934612064978,-64.2462810527527
complaint211,1,0,2,0,1,0,0,0,04/04/2019,-31.451163274494142,-64.2433187798445
complaint212,2,0,2,0,0,0,0,0,20/12/2020,-31.448731011734004,-64.24406263952271
complaint213,0,0,0,0,0,0,0,0,30/11/2013,-31.44774842269848,-64.24734095269328
complaint214,0,0,2,0,2,0,0,0,03/11/2015,-31.449175367110243,-64.24722475899767
complaint215,0,0,0,0,0,0,0,0,18/11/2014,-31.44809505666122,-64.24827760022616
complaint216,1,0,2,0,1,0,0,0,13/11/2015,-31.450890189065905,-64.2443224344642
complaint217,2,0,1,0,1,0,0,0,17/02/2015,-31.449987060055268,-64.24851074627136
complaint218,1,0,2,0,1,0,0,0,17/06/2018,-31.451257253590654,-64.2439551678905
complaint219,2,0,1,0,1,0,0,0,19/04/2020,-31.450249408886236,-64.24525973630224
complaint220,1,0,1,0,0,0,0,0,06/11/2013,-31.449734776060307,-64.24323762082929
complaint221,1,0,0,0,1,0,0,0,25/03/2014,-31.449227566897648,-64.2454967303993
complaint222,0,0,1,0,0,0,0,0,25/09/2018,-31.451606170917113,-64.24672232164689
complaint223,1,0,2,0,0,0,0,0,15/12/2010,-31.448385673306372,-64.24340864746966
complaint224,2,0,2,0,2,0,0,0,25/02/2018,-31.449821832541588,-64.24827726923544
complaint225,2,0,0,0,1,0,0,0,26/09/2011,-31.44891103293487,-64.2495372156609
complaint226,2,0,0,0,1,0,0,0,08/04/2019,-31.44793811236768,-64.245965676433
complaint227,0,0,1,0,2,0,0,0,01/03/2010,-31.448329549077716,-64.24575111576829
complaint228,0,0,0,0,0,0,0,0,01/11/2017,-31.44958781758775,-64.24445959997563
complaint229,0,0,2,0,2,0,0,0,25/02/2010,-31.450866910236677,-64.24445852808716
complaint230,0,0,2,0,0,0,0,0,19/07/2010,-31.45172139566557,-64.24747397780874
complaint231,2,0,1,0,2,0,0,0,31/08/2010,-31.450204141782148,-64.24625248683095
complaint232,2,0,2,0,2,0,0,0,10/05/2011,-31.451064884556548,-64.24321837811536
complaint233,2,0,1,0,0,0,0,0,15/03/2016,-31.450131275063104,-64.2465028503781
complaint234,2,0,2,0,2,0,0,0,23/01/2010,-31.45027235886394,-64.24834903105283
complaint235,2,0,1,0,0,0,0,0,25/04/2019,-31.451477534947777,-64.24729836216095
complaint236,1,0,0,0,0,0,0,0,30/08/2021,-31.44808679032381,-64.2479790679188
complaint237,0,0,2,0,2,0,0,0,18/08/2017,-31.451352657795013,-64.24776552697817
complaint238,2,0,2,0,1,0,0,0,14/08/2020,-31.45144660475037,-64.24690344242056
complaint239,0,0,2,0,0,0,0,0,03/05/2016,-31.44976046301285,-64.24581405739944
complaint240,1,0,2,0,1,0,0,0,09/08/2020,-31.447626792588093,-64.24534828823148
complaint241,2,0,0,0,0,0,0,0,25/02/2020,-31.44891639777597,-64.2452928317028
complaint242,2,0,1,0,2,0,0,0,10/03/2010,-31.44962141061764,-64.243654307074
complaint243,2,0,1,0,2,0,0,0,17/12/2014,-31.44881461321117,-64.24772581871385
complaint244,1,0,1,0,1,0,0,0,20/07/2017,-31.44992315626478,-64.24411237815397
complaint245,2,0,1,0,1,0,0,0,02/08/2020,-31.450669083516598,-64.24311588995064
complaint246,1,0,1,0,0,0,0,0,24/07/2011,-31.448020290087168,-64.24506548400429
complaint247,0,0,1,0,2,0,0,0,23/01/2017,-31.44879655599404,-64.2470072777929
complaint248,2,0,0,0,2,0,0,0,11/07/2021,-31.4480772689975,-64.24600136933859
complaint249,1,0,2,0,1,0,0,0,11/08/2012,-31.45014908678113,-64.2442142376938
complaint250,0,0,1,0,2,0,0,0,16/05/2010,-31.449532252476605,-64.24750101782661
complaint251,1,0,0,0,0,0,0,0,30/08/2014,-31.451802069376715,-64.24818172131826
complaint252,2,0,2,0,2,0,0,0,04/08/2010,-31.451711813642902,-64.24446860168419
complaint253,2,0,1,0,2,0,0,0,15/02/2018,-31.44824150905874,-64.24457494770134
complaint254,1,0,0,0,2,0,0,0,19/01/2020,-31.449905258457264,-64.24624778177053
complaint255,0,0,1,0,1,0,0,0,18/06/2021,-31.44747456608222,-64.24441406430327
complaint256,0,0,2,0,1,0,0,0,27/11/2014,-31.451177501454247,-64.24415281285783
complaint257,1,0,2,0,2,0,0,0,12/04/2012,-31.450620142547304,-64.24736648151304
complaint258,2,0,1,0,1,0,0,0,22/12/2016,-31.449191072560797,-64.24658627079639
complaint259,2,0,2,0,2,0,0,0,18/03/2018,-31.44811217432444,-64.24332296107757
complaint260,1,0,2,0,2,0,0,0,18/10/2017,-31.448428933785024,-64.24679592452804
complaint261,1,0,2,0,0,0,0,0,14/02/2021,-31.448698780079678,-64.24696321662508
complaint262,1,0,0,0,1,0,0,0,24/04/2015,-31.44766642571915,-64.24448077761369
complaint263,1,0,1,0,1,0,0,0,10/11/2017,-31.448361732390293,-64.24514527189534
complaint264,1,0,0,0,2,0,0,0,26/07/2016,-31.449285919512015,-64.24845475924285
complaint265,2,0,0,0,1,0,0,0,02/09/2014,-31.45019377035028,-64.24812761221197
complaint266,0,0,2,0,1,0,0,0,02/11/2020,-31.451097533839228,-64.24426501931973
complaint267,1,0,0,0,1,0,0,0,30/06/2021,-31.44858043335687,-64.24552944235069
complaint268,2,0,2,0,0,0,0,0,12/08/2021,-31.448692024095816,-64.24314508423079
complaint269,2,0,0,0,1,0,0,0,19/03/2011,-31.44802208625907,-64.24560193933769
complaint270,2,0,0,0,0,0,0,0,26/02/2015,-31.449625706293727,-64.24882372910201
complaint271,0,0,2,0,1,0,0,0,07/04/2018,-31.448934297898376,-64.24936617463032
complaint272,2,0,0,0,1,0,0,0,02/05/2018,-31.44743513188602,-64.2433962820461
complaint273,2,0,1,0,2,0,0,0,19/08/2020,-31.447908628370488,-64.24936339165514
complaint274,2,0,2,0,1,0,0,0,05/05/2018,-31.447459560318634,-64.24738689337568
complaint275,1,0,2,0,2,0,0,0,24/07/2019,-31.447542818858768,-64.24939062389976
complaint276,1,0,1,0,0,0,0,0,07/01/2010,-31.451388377147584,-64.245713700699
complaint277,0,0,0,0,0,0,0,0,26/07/2012,-31.450781674964375,-64.24311169132044
complaint278,0,0,0,0,0,0,0,0,18/07/2013,-31.447990413552485,-64.24768740852603
complaint279,0,0,2,0,1,0,0,0,25/04/2019,-31.449183812230842,-64.24606136847842
complaint280,0,0,2,0,2,0,0,0,08/12/2013,-31.45042952351665,-64.24945543785762
complaint281,0,0,0,0,1,0,0,0,21/08/2018,-31.448726630634518,-64.24380525781095
complaint282,2,0,0,0,0,0,0,0,12/08/2014,-31.449683954996896,-64.2465852478529
complaint283,2,0,0,0,2,0,0,0,17/10/2012,-31.44911577220103,-64.2432951922445
complaint284,0,0,2,0,0,0,0,0,15/01/2017,-31.449777068762664,-64.24481014849512
complaint285,2,0,1,0,1,0,0,0,02/05/2019,-31.448119491009606,-64.24400606011332
complaint286,0,0,1,0,1,0,0,0,30/09/2012,-31.448354124976074,-64.24489227490238
complaint287,0,0,1,0,1,0,0,0,12/05/2018,-31.44774774347331,-64.24734848732521
complaint288,0,0,0,0,0,0,0,0,02/08/2016,-31.449474294168184,-64.24551156950511
complaint289,2,0,0,0,2,0,0,0,10/10/2018,-31.44840869083906,-64.24502167448317
complaint290,2,0,2,0,1,0,0,0,12/06/2019,-31.448460533674425,-64.24696397500153
complaint291,0,0,1,0,1,0,0,0,05/10/2017,-31.449285729646114,-64.24486746298187
complaint292,0,0,2,0,0,0,0,0,22/04/2018,-31.447894374628714,-64.24832965929066
complaint293,1,0,0,0,0,0,0,0,27/03/2011,-31.44920984650044,-64.24664070102718
complaint294,0,0,2,0,2,0,0,0,05/10/2015,-31.447478621947393,-64.24790143920174
complaint295,0,0,0,0,1,0,0,0,14/09/2019,-31.44965349895208,-64.2459241379319
complaint296,2,0,0,0,1,0,0,0,23/11/2012,-31.450906023869678,-64.24593280457641
complaint297,2,0,1,0,1,0,0,0,17/02/2019,-31.44984612914287,-64.24882145398567
complaint298,0,0,0,0,2,0,0,0,28/01/2017,-31.450265632906213,-64.24693490341811
complaint299,0,0,0,0,0,0,0,0,31/03/2012,-31.450672998083295,-64.24430115045128
complaint300,2,0,2,0,1,0,0,0,08/01/2015,-31.449029630599153,-64.24618106039927
complaint301,2,0,1,0,2,0,0,0,24/12/2015,-31.447918776036914,-64.24300207082915
complaint302,2,0,1,0,2,0,0,0,19/01/2014,-31.451148814421426,-64.24769841625644
