name,armed robbery,car theft,snatch theft,minor injuries,robbery,serious injuries,theft,vandalism,date
complaint 43,1,0,2,0,1,0,0,0,30/03/2014
complaint 44,1,0,1,0,1,0,0,0,06/05/2013
complaint 45,2,0,1,0,2,0,0,0,15/03/2013
complaint 46,1,0,1,0,1,0,0,0,17/05/2012
complaint 47,1,0,2,0,1,0,0,0,19/07/2014
complaint 48,2,0,1,0,2,0,0,0,19/01/2020
complaint 49,1,0,2,0,2,0,0,0,29/08/2016
complaint 50,2,0,1,0,1,0,0,0,28/05/2015
complaint 51,2,0,2,0,2,0,0,0,16/01/2014
complaint 52,2,0,1,0,1,0,0,0,21/02/2016
complaint 53,1,0,1,0,1,0,0,0,23/02/2010
complaint 54,2,0,1,0,1,0,0,0,01/11/2013
complaint 55,1,0,2,0,1,0,0,0,26/10/2015
complaint 56,2,0,1,0,1,0,0,0,12/12/2020
complaint 57,2,0,1,0,1,0,0,0,02/02/2012
complaint 58,1,0,1,0,1,0,0,0,31/05/2015
complaint 59,1,0,2,0,1,0,0,0,10/12/2015
complaint 60,2,0,1,0,1,0,0,0,18/01/2016
complaint 61,2,0,2,0,1,0,0,0,30/11/2016
complaint 62,1,0,2,0,2,0,0,0,31/03/2013
complaint 63,1,0,1,0,2,0,0,0,26/09/2013
complaint 64,1,0,1,0,2,0,0,0,30/12/2013
complaint 65,1,0,2,0,1,0,0,0,26/02/2011
complaint 66,2,0,1,0,1,0,0,0,16/02/2019
complaint 67,1,0,1,0,1,0,0,0,31/10/2020
complaint 68,1,0,1,0,1,0,0,0,08/01/2018
complaint 69,1,0,1,0,2,0,0,0,01/03/2011
complaint 70,1,0,2,0,2,0,0,0,09/05/2013
complaint 71,1,0,2,0,2,0,0,0,22/02/2011
complaint 72,1,0,1,0,1,0,0,0,02/10/2014
complaint 73,1,0,2,0,2,0,0,0,06/01/2011
complaint 74,2,0,2,0,2,0,0,0,21/07/2019
complaint 75,1,0,1,0,2,0,0,0,24/04/2014
complaint 76,2,0,1,0,2,0,0,0,14/05/2018
complaint 77,1,0,1,0,1,0,0,0,29/04/2020
complaint 78,1,0,2,0,1,0,0,0,10/06/2011
complaint 79,1,0,2,0,1,0,0,0,28/10/2010
complaint 80,1,0,2,0,2,0,0,0,29/05/2012
complaint 81,1,0,2,0,1,0,0,0,30/07/2014
complaint 82,2,0,2,0,2,0,0,0,08/12/2011
complaint 83,1,0,2,0,2,0,0,0,20/04/2010
complaint 84,1,0,2,0,2,0,0,0,01/03/2019
complaint 85,1,0,1,0,2,0,0,0,02/06/2019
complaint 86,2,0,2,0,1,0,0,0,10/01/2021
complaint 87,2,0,1,0,1,0,0,0,24/01/2021
complaint 88,2,0,2,0,2,0,0,0,07/03/2021
complaint 89,1,0,1,0,2,0,0,0,14/07/2019
complaint 90,1,0,2,0,1,0,0,0,04/10/2019
complaint 91,1,0,2,0,2,0,0,0,13/11/2015
complaint 92,2,0,1,0,1,0,0,0,01/02/2012
complaint 93,2,0,1,0,1,0,0,0,13/08/2014
complaint 94,2,0,1,0,2,0,0,0,22/04/2019
complaint 95,2,0,2,0,2,0,0,0,24/09/2017
complaint 96,2,0,2,0,1,0,0,0,27/04/2010
complaint 97,2,0,2,0,2,0,0,0,11/07/2013
complaint 98,1,0,1,0,2,0,0,0,16/07/2012
complaint 99,2,0,1,0,1,0,0,0,13/02/2019
complaint 100,1,0,1,0,1,0,0,0,29/12/2016
complaint 101,2,0,2,0,1,0,0,0,02/04/2021
complaint 102,2,0,2,0,1,0,0,0,12/06/2016
complaint 103,2,0,1,0,2,0,0,0,17/08/2019
complaint 104,2,0,2,0,2,0,0,0,30/07/2010
complaint 105,1,0,1,0,1,0,0,0,01/06/2018
complaint 106,1,0,1,0,2,0,0,0,16/05/2017
complaint 107,2,0,2,0,1,0,0,0,29/04/2020
complaint 108,2,0,2,0,2,0,0,0,14/08/2012
complaint 109,1,0,1,0,2,0,0,0,03/09/2019
complaint 110,2,0,1,0,1,0,0,0,28/12/2021
complaint 111,2,0,2,0,2,0,0,0,20/06/2018
complaint 112,2,0,1,0,1,0,0,0,17/02/2021
complaint 113,2,0,2,0,2,0,0,0,14/06/2020
complaint 114,1,0,1,0,2,0,0,0,26/10/2015
complaint 115,2,0,2,0,1,0,0,0,05/11/2012
complaint 116,2,0,1,0,1,0,0,0,28/02/2014
complaint 117,1,0,1,0,1,0,0,0,07/08/2017
complaint 118,1,0,2,0,2,0,0,0,18/06/2013
complaint 119,2,0,1,0,2,0,0,0,01/04/2019
complaint 120,2,0,2,0,1,0,0,0,30/10/2019
complaint 121,1,0,2,0,2,0,0,0,31/01/2021
complaint 122,2,0,2,0,1,0,0,0,25/10/2010
complaint 123,2,0,2,0,1,0,0,0,26/10/2016
complaint 124,2,0,2,0,2,0,0,0,02/05/2014
complaint 125,2,0,1,0,2,0,0,0,19/04/2014
complaint 126,1,0,1,0,1,0,0,0,15/05/2013
complaint 127,2,0,1,0,2,0,0,0,07/04/2011
complaint 128,2,0,1,0,1,0,0,0,21/08/2019
complaint 129,1,0,2,0,1,0,0,0,14/04/2015
complaint 130,2,0,2,0,1,0,0,0,22/06/2014
complaint 131,1,0,2,0,2,0,0,0,18/02/2015
complaint 132,1,0,2,0,1,0,0,0,03/10/2010
complaint 133,2,0,1,0,1,0,0,0,22/07/2017
complaint 134,2,0,1,0,1,0,0,0,10/04/2013
complaint 135,2,0,1,0,2,0,0,0,02/06/2013
complaint 136,2,0,1,0,2,0,0,0,25/05/2014
complaint 137,2,0,2,0,2,0,0,0,06/01/2016
complaint 138,2,0,2,0,2,0,0,0,04/11/2021
complaint 139,1,0,1,0,1,0,0,0,08/06/2015
complaint 140,2,0,1,0,1,0,0,0,09/05/2012
complaint 141,2,0,2,0,2,0,0,0,06/08/2014
complaint 142,2,0,1,0,1,0,0,0,15/04/2015
complaint 143,2,0,2,0,2,0,0,0,27/05/2018
complaint 144,1,0,1,0,1,0,0,0,07/09/2011
complaint 145,1,0,2,0,2,0,0,0,25/02/2010
complaint 146,1,0,2,0,1,0,0,0,07/09/2016
complaint 147,2,0,2,0,2,0,0,0,12/06/2012
complaint 148,2,0,1,0,2,0,0,0,19/08/2016
complaint 149,1,0,2,0,1,0,0,0,29/12/2018
complaint 150,1,0,2,0,2,0,0,0,09/07/2016
complaint 151,2,0,2,0,2,0,0,0,20/04/2014
complaint 152,2,0,1,0,2,0,0,0,01/05/2019
complaint 153,2,0,1,0,2,0,0,0,19/09/2018
complaint 154,1,0,1,0,2,0,0,0,15/11/2014
complaint 155,2,0,1,0,2,0,0,0,01/02/2019
complaint 156,1,0,1,0,2,0,0,0,31/12/2011
complaint 157,1,0,1,0,1,0,0,0,30/05/2012
complaint 158,2,0,1,0,1,0,0,0,29/08/2014
complaint 159,2,0,2,0,1,0,0,0,16/07/2020
complaint 160,1,0,1,0,1,0,0,0,24/04/2019
complaint 161,2,0,1,0,2,0,0,0,31/12/2011
complaint 162,2,0,2,0,1,0,0,0,12/07/2015
complaint 163,2,0,1,0,2,0,0,0,26/03/2014
complaint 164,2,0,1,0,1,0,0,0,19/08/2021
complaint 165,2,0,1,0,2,0,0,0,13/12/2011
complaint 166,1,0,1,0,1,0,0,0,21/05/2016
complaint 167,1,0,1,0,1,0,0,0,25/05/2012
complaint 168,2,0,2,0,1,0,0,0,12/02/2017
complaint 169,2,0,2,0,1,0,0,0,21/09/2010
complaint 170,2,0,2,0,2,0,0,0,14/02/2021
complaint 171,1,0,2,0,1,0,0,0,14/11/2012
complaint 172,1,0,1,0,2,0,0,0,22/05/2015
complaint 173,2,0,2,0,1,0,0,0,30/12/2020
complaint 174,2,0,1,0,1,0,0,0,05/12/2018
complaint 175,2,0,2,0,1,0,0,0,19/02/2021
complaint 176,1,0,1,0,2,0,0,0,19/11/2020
complaint 177,2,0,1,0,2,0,0,0,29/05/2011
complaint 178,2,0,1,0,1,0,0,0,06/05/2011
complaint 179,2,0,2,0,1,0,0,0,20/07/2013
complaint 180,2,0,2,0,2,0,0,0,13/10/2012
complaint 181,2,0,1,0,2,0,0,0,24/11/2019
complaint 182,2,0,1,0,1,0,0,0,29/10/2012
complaint 183,1,0,1,0,1,0,0,0,11/12/2014
complaint 184,2,0,1,0,2,0,0,0,30/06/2012
complaint 185,2,0,1,0,1,0,0,0,10/09/2012
complaint 186,2,0,2,0,2,0,0,0,07/09/2018
complaint 187,1,0,1,0,2,0,0,0,29/12/2011
complaint 188,1,0,1,0,1,0,0,0,20/10/2010
complaint 189,1,0,1,0,2,0,0,0,18/07/2019
complaint 190,2,0,2,0,2,0,0,0,24/04/2018
complaint 191,2,0,2,0,1,0,0,0,15/03/2010
complaint 192,2,0,2,0,2,0,0,0,24/11/2011
complaint 193,1,0,2,0,2,0,0,0,30/05/2011
complaint 194,1,0,1,0,2,0,0,0,01/11/2012
complaint 195,1,0,2,0,1,0,0,0,31/01/2016
complaint 196,2,0,1,0,1,0,0,0,20/04/2010
complaint 197,2,0,2,0,2,0,0,0,03/10/2015
complaint 198,2,0,2,0,2,0,0,0,26/11/2015
complaint 199,1,0,2,0,2,0,0,0,04/03/2017
complaint 200,1,0,2,0,2,0,0,0,30/04/2012
complaint 201,1,0,1,0,2,0,0,0,15/02/2020
complaint 202,2,0,2,0,2,0,0,0,29/05/2010
complaint 203,2,0,2,0,1,0,0,0,05/11/2021
complaint 204,1,0,2,0,2,0,0,0,22/05/2012
complaint 205,1,0,1,0,2,0,0,0,10/11/2012
complaint 206,2,0,1,0,2,0,0,0,18/04/2020
complaint 207,1,0,2,0,1,0,0,0,03/06/2015
complaint 208,1,0,1,0,2,0,0,0,11/05/2012
complaint 209,1,0,1,0,1,0,0,0,20/07/2015
complaint 210,2,0,1,0,2,0,0,0,28/12/2015
complaint 211,1,0,2,0,1,0,0,0,09/02/2021
complaint 212,1,0,1,0,2,0,0,0,25/02/2012
complaint 213,2,0,1,0,2,0,0,0,28/11/2020
complaint 214,1,0,2,0,1,0,0,0,06/07/2018
complaint 215,2,0,2,0,1,0,0,0,29/05/2012
complaint 216,2,0,2,0,1,0,0,0,22/09/2015
complaint 217,2,0,1,0,2,0,0,0,09/01/2021
complaint 218,2,0,1,0,1,0,0,0,13/05/2018
complaint 219,2,0,1,0,2,0,0,0,18/10/2017
complaint 220,1,0,1,0,2,0,0,0,06/09/2016
complaint 221,1,0,1,0,2,0,0,0,04/07/2016
complaint 222,2,0,1,0,2,0,0,0,02/04/2012
complaint 223,1,0,2,0,2,0,0,0,25/10/2013
complaint 224,2,0,2,0,2,0,0,0,08/11/2017
complaint 225,2,0,1,0,1,0,0,0,21/06/2011
complaint 226,1,0,2,0,1,0,0,0,09/12/2020
complaint 227,2,0,2,0,2,0,0,0,28/03/2011
complaint 228,1,0,2,0,1,0,0,0,18/02/2016
complaint 229,1,0,2,0,2,0,0,0,18/11/2011
complaint 230,1,0,1,0,2,0,0,0,19/12/2020
complaint 231,2,0,1,0,1,0,0,0,11/09/2011
complaint 232,1,0,2,0,1,0,0,0,10/10/2011
complaint 233,1,0,2,0,1,0,0,0,27/01/2020
complaint 234,2,0,2,0,1,0,0,0,05/07/2014
complaint 235,2,0,2,0,1,0,0,0,28/09/2012
complaint 236,1,0,2,0,2,0,0,0,20/07/2015
complaint 237,2,0,1,0,2,0,0,0,02/07/2016
complaint 238,2,0,1,0,1,0,0,0,18/06/2012
complaint 239,2,0,1,0,2,0,0,0,29/09/2012
complaint 240,2,0,1,0,2,0,0,0,11/12/2017
complaint 241,2,0,1,0,1,0,0,0,18/06/2011
complaint 242,1,0,1,0,1,0,0,0,06/03/2020
complaint 243,1,0,2,0,2,0,0,0,03/07/2019
complaint 244,1,0,2,0,1,0,0,0,24/01/2013
complaint 245,2,0,2,0,1,0,0,0,29/05/2017
complaint 246,2,0,1,0,1,0,0,0,22/10/2013
complaint 247,2,0,1,0,2,0,0,0,12/05/2015
complaint 248,2,0,2,0,1,0,0,0,27/09/2013
complaint 249,1,0,2,0,2,0,0,0,15/12/2013
complaint 250,2,0,2,0,2,0,0,0,25/08/2010
complaint 251,2,0,2,0,1,0,0,0,04/11/2011
complaint 252,1,0,1,0,1,0,0,0,30/05/2015
complaint 253,1,0,1,0,2,0,0,0,20/09/2019
complaint 254,1,0,1,0,2,0,0,0,18/10/2015
complaint 255,2,0,2,0,2,0,0,0,11/02/2019
complaint 256,1,0,2,0,2,0,0,0,14/03/2011
complaint 257,1,0,2,0,1,0,0,0,27/09/2013
complaint 258,2,0,2,0,2,0,0,0,01/01/2010
complaint 259,1,0,2,0,1,0,0,0,06/06/2020
complaint 260,2,0,2,0,1,0,0,0,05/02/2021
complaint 261,2,0,2,0,2,0,0,0,20/04/2011
complaint 262,2,0,1,0,1,0,0,0,17/06/2012
complaint 263,1,0,1,0,2,0,0,0,03/04/2021
complaint 264,2,0,2,0,1,0,0,0,03/02/2013
complaint 265,1,0,1,0,2,0,0,0,27/12/2018
complaint 266,1,0,2,0,1,0,0,0,08/12/2012
complaint 267,1,0,2,0,1,0,0,0,19/09/2019
complaint 268,1,0,1,0,1,0,0,0,21/08/2013
complaint 269,1,0,1,0,1,0,0,0,06/03/2020
complaint 270,1,0,1,0,2,0,0,0,15/05/2016
complaint 271,2,0,1,0,2,0,0,0,07/11/2014
complaint 272,1,0,2,0,2,0,0,0,23/03/2019
complaint 273,1,0,2,0,2,0,0,0,28/08/2015
complaint 274,2,0,2,0,2,0,0,0,20/05/2014
complaint 275,1,0,1,0,1,0,0,0,19/10/2012
complaint 276,2,0,1,0,2,0,0,0,29/11/2011
complaint 277,1,0,2,0,1,0,0,0,30/12/2015
complaint 278,2,0,2,0,2,0,0,0,15/12/2011
complaint 279,1,0,1,0,1,0,0,0,06/05/2018
complaint 280,2,0,2,0,1,0,0,0,22/12/2019
complaint 281,1,0,2,0,2,0,0,0,05/11/2016
complaint 282,2,0,1,0,2,0,0,0,08/01/2014
complaint 283,2,0,1,0,2,0,0,0,09/05/2018
complaint 284,2,0,1,0,1,0,0,0,26/12/2012
complaint 285,1,0,1,0,2,0,0,0,11/02/2011
complaint 286,2,0,2,0,1,0,0,0,25/05/2012
complaint 287,2,0,2,0,1,0,0,0,03/05/2014
complaint 288,2,0,1,0,1,0,0,0,21/09/2011
complaint 289,2,0,2,0,1,0,0,0,17/09/2010
complaint 290,2,0,1,0,2,0,0,0,23/02/2018
complaint 291,1,0,1,0,1,0,0,0,30/04/2019
complaint 292,2,0,2,0,2,0,0,0,01/09/2015
complaint 293,1,0,1,0,1,0,0,0,03/06/2021
complaint 294,2,0,2,0,2,0,0,0,26/06/2015
complaint 295,1,0,2,0,2,0,0,0,20/06/2020
complaint 296,1,0,1,0,1,0,0,0,09/01/2020
complaint 297,2,0,1,0,1,0,0,0,23/08/2010
complaint 298,2,0,2,0,2,0,0,0,29/01/2014
complaint 299,2,0,1,0,1,0,0,0,10/09/2015
complaint 300,1,0,1,0,1,0,0,0,14/11/2014
complaint 301,1,0,1,0,1,0,0,0,15/06/2011
complaint 302,2,0,2,0,2,0,0,0,10/01/2020
complaint 303,2,0,2,0,2,0,0,0,14/10/2018
complaint 304,2,0,1,0,1,0,0,0,09/04/2020
complaint 305,2,0,1,0,2,0,0,0,30/05/2010
complaint 306,2,0,1,0,1,0,0,0,07/04/2014
complaint 307,2,0,1,0,2,0,0,0,26/06/2020
complaint 308,2,0,2,0,1,0,0,0,24/03/2010
complaint 309,2,0,2,0,1,0,0,0,19/01/2019
complaint 310,2,0,1,0,2,0,0,0,05/04/2014
complaint 311,1,0,2,0,2,0,0,0,24/10/2011
complaint 312,1,0,1,0,2,0,0,0,23/08/2015
complaint 313,1,0,2,0,1,0,0,0,30/05/2016
complaint 314,2,0,1,0,1,0,0,0,09/06/2017
complaint 315,1,0,2,0,1,0,0,0,07/05/2014
complaint 316,2,0,1,0,2,0,0,0,14/08/2019
complaint 317,2,0,2,0,1,0,0,0,24/11/2010
complaint 318,1,0,2,0,2,0,0,0,01/06/2011
complaint 319,1,0,1,0,1,0,0,0,25/02/2018
complaint 320,2,0,2,0,2,0,0,0,19/06/2015
