name,armed robbery,car theft,snatch theft,minor injuries,robbery,serious injuries,theft,vandalism,date,latitude,longitude
complaint37,0,2,0,1,0,2,2,2,05/12/2017,-31.440208455479446,-64.24601584415574
complaint38,0,0,0,1,1,1,2,1,16/02/2014,-31.442630366344538,-64.24467920411887
complaint39,0,0,0,0,1,1,1,2,19/10/2013,-31.436700205472675,-64.24733617264094
complaint40,0,1,0,0,0,0,0,1,10/06/2021,-31.44243977430943,-64.2457611679036
complaint41,0,0,0,0,0,0,0,2,14/08/2014,-31.433494539611413,-64.24746125652015
complaint42,0,2,0,2,2,1,2,0,11/07/2015,-31.44341951549761,-64.247326756146
complaint43,0,2,0,0,2,0,2,0,22/04/2020,-31.44323587180887,-64.24359928171683
complaint44,0,0,0,1,0,1,0,0,26/09/2011,-31.44170948446996,-64.24618770583665
complaint45,0,0,0,1,1,1,1,1,02/07/2011,-31.437501118537263,-64.24392519924474
complaint46,0,1,0,1,0,1,2,0,20/08/2019,-31.439271554531423,-64.24406369367892
complaint47,0,1,0,2,1,2,0,1,25/11/2017,-31.443494368441446,-64.24362321414468
complaint48,0,0,0,1,0,2,0,1,27/05/2010,-31.43788846605762,-64.24339807276615
complaint49,0,0,0,0,2,2,2,0,18/06/2011,-31.43383344392438,-64.24668668028002
complaint50,0,1,0,0,0,1,1,0,23/09/2016,-31.437539269387344,-64.24436812771896
complaint51,0,1,0,1,1,2,0,0,26/03/2019,-31.43665861091236,-64.24543601245696
complaint52,0,2,0,2,1,2,1,1,04/06/2019,-31.445567879512783,-64.24423934741736
complaint53,0,1,0,1,0,1,2,0,12/02/2010,-31.43996560760339,-64.24318979501011
complaint54,0,0,0,1,0,1,1,0,09/11/2018,-31.43962882272517,-64.24288644278285
complaint55,0,1,0,0,0,1,0,1,29/12/2018,-31.444278170999674,-64.24445499600291
complaint56,0,2,0,2,0,1,2,1,23/10/2017,-31.444543890681807,-64.24280585929056
complaint57,0,2,0,0,2,0,2,1,01/09/2021,-31.437041336492506,-64.24724684834847
complaint58,0,0,0,2,1,0,0,1,01/07/2017,-31.434747371232508,-64.24533547331266
complaint59,0,2,0,0,0,0,1,1,28/08/2016,-31.44214552655926,-64.2437168131127
complaint60,0,2,0,1,0,2,2,0,22/01/2016,-31.43481715682993,-64.24570855653973
complaint61,0,1,0,1,2,0,0,1,18/11/2016,-31.436423287587996,-64.24706492467911
complaint62,0,0,0,0,2,1,2,2,31/12/2019,-31.444979905941793,-64.24663427131664
complaint63,0,2,0,1,1,0,1,0,06/06/2018,-31.445866796453913,-64.24404764203675
complaint64,0,0,0,0,2,2,1,1,15/03/2021,-31.434711699589453,-64.24703401920809
complaint65,0,2,0,1,2,1,0,2,31/12/2012,-31.44568401468845,-64.24438041107722
complaint66,0,0,0,0,1,2,0,0,05/11/2014,-31.435124612155214,-64.24334693806456
complaint67,0,0,0,1,2,2,2,2,25/04/2010,-31.434329847667872,-64.24626022166085
complaint68,0,2,0,0,2,0,0,1,01/01/2017,-31.43560063271491,-64.24370838265759
complaint69,0,0,0,1,1,2,0,1,27/06/2018,-31.441926475019752,-64.24654587166098
complaint70,0,0,0,2,0,0,1,1,29/01/2015,-31.43970711039018,-64.2458501505875
complaint71,0,1,0,2,0,1,0,0,03/01/2019,-31.43577567285065,-64.2454947241838
complaint72,0,0,0,2,2,1,0,1,17/01/2019,-31.434300339543583,-64.24638453227617
complaint73,0,0,0,2,0,1,2,0,09/07/2021,-31.436215240739276,-64.24640921717607
complaint74,0,1,0,1,0,0,0,1,25/08/2016,-31.437259798012747,-64.24332357773048
complaint75,0,0,0,2,2,0,0,2,28/02/2016,-31.44164649454823,-64.24512462087237
complaint76,0,1,0,1,1,2,1,0,20/09/2018,-31.435250622336202,-64.24351293511943
complaint77,0,0,0,0,1,2,0,1,17/06/2013,-31.43494433396229,-64.24699690207251
complaint78,0,1,0,1,1,1,1,2,28/03/2015,-31.445180687607596,-64.24307200350184
complaint79,0,2,0,0,0,1,0,0,02/01/2010,-31.44309300052826,-64.24402167386131
complaint80,0,2,0,2,0,2,2,0,23/09/2017,-31.44229546934319,-64.24305493285644
complaint81,0,1,0,1,2,2,2,0,01/07/2020,-31.44425233275003,-64.24517025906306
complaint82,0,2,0,1,0,0,2,0,24/01/2011,-31.444552178392687,-64.24403342247066
complaint83,0,0,0,0,1,2,1,2,27/02/2010,-31.44460641810982,-64.24619715411185
complaint84,0,2,0,0,0,1,0,0,05/10/2017,-31.437254342971904,-64.24501175928984
complaint85,0,0,0,0,1,2,1,2,12/09/2013,-31.4411257081524,-64.246497142672
complaint86,0,0,0,0,2,1,2,0,14/11/2013,-31.435415632316648,-64.24457326661327
complaint87,0,1,0,2,2,0,2,1,01/05/2012,-31.432838798071074,-64.24282707825898
complaint88,0,0,0,0,2,2,2,2,16/08/2017,-31.441548283304268,-64.24510746380507
complaint89,0,2,0,1,0,1,2,1,05/01/2012,-31.437374001146527,-64.24738401317627
complaint90,0,1,0,1,1,2,1,0,07/10/2017,-31.44500895092629,-64.24299554766185
complaint91,0,0,0,1,0,1,2,0,25/09/2019,-31.438432857741574,-64.24538270247952
complaint92,0,0,0,1,2,2,0,1,27/03/2017,-31.446536069729085,-64.24440049725719
complaint93,0,1,0,2,2,0,2,1,01/11/2014,-31.44391184088992,-64.24774432501675
complaint94,0,1,0,0,0,1,1,1,01/12/2017,-31.446547550913483,-64.24299244508366
complaint95,0,1,0,1,2,1,1,1,07/09/2018,-31.446486491866093,-64.24314199568127
complaint96,0,1,0,2,1,1,2,1,01/04/2021,-31.445556381645833,-64.2435419559292
complaint97,0,0,0,1,1,0,0,0,30/07/2010,-31.440340684586364,-64.2442151060946
complaint98,0,0,0,0,2,1,0,1,28/07/2012,-31.439809077031466,-64.24698132727848
complaint99,0,2,0,1,1,1,2,0,01/01/2021,-31.44462525257286,-64.24636379783635
complaint100,0,1,0,0,2,2,1,2,18/05/2016,-31.43558735500417,-64.24336779675738
complaint101,0,2,0,2,2,0,1,1,10/04/2011,-31.43344263329562,-64.24461773800974
complaint102,0,0,0,1,0,1,1,1,26/05/2015,-31.43338750248442,-64.24772594557459
complaint103,0,2,0,1,0,0,2,1,12/08/2012,-31.44434640810996,-64.24323578549098
complaint104,0,0,0,0,1,1,0,0,28/06/2012,-31.44586052373775,-64.24550258825913
complaint105,0,2,0,1,0,1,2,1,17/03/2018,-31.444888161544633,-64.24310927676449
complaint106,0,0,0,1,0,2,2,0,05/08/2020,-31.444264262024163,-64.24499101228312
complaint107,0,1,0,2,0,1,0,0,13/06/2010,-31.432661832499072,-64.24286705497798
complaint108,0,0,0,0,0,2,0,2,18/08/2013,-31.447043809008335,-64.2473239255765
complaint109,0,0,0,2,0,0,1,1,03/10/2014,-31.441037780266253,-64.24719693939923
complaint110,0,0,0,2,2,2,2,2,18/04/2017,-31.443963452563256,-64.24370560950503
complaint111,0,2,0,2,0,1,2,2,13/04/2016,-31.436080349169377,-64.24424325213208
complaint112,0,1,0,0,2,2,2,2,22/03/2019,-31.43609916301299,-64.24723978121341
complaint113,0,1,0,2,2,1,1,2,02/04/2010,-31.44598842172353,-64.2435177556902
complaint114,0,0,0,0,0,1,2,2,25/04/2015,-31.444109270549493,-64.24687405106042
complaint115,0,1,0,0,0,0,2,0,16/03/2011,-31.44318089653252,-64.24427366324177
complaint116,0,1,0,2,1,1,0,0,12/08/2011,-31.435422491266397,-64.24289000140911
complaint117,0,0,0,0,0,0,1,2,13/10/2016,-31.433650920928873,-64.24549157491808
complaint118,0,1,0,2,2,2,0,2,26/01/2013,-31.433720084392704,-64.2473225962647
complaint119,0,2,0,1,2,1,1,1,28/07/2014,-31.439350458555836,-64.24383746237443
complaint120,0,0,0,0,2,2,1,1,13/06/2012,-31.445951521963355,-64.24535999278929
complaint121,0,0,0,2,1,2,0,2,24/12/2010,-31.432850665101967,-64.24299892569803
complaint122,0,0,0,1,0,0,0,0,23/09/2012,-31.43652984487567,-64.24600934994886
complaint123,0,1,0,1,1,1,1,2,28/01/2013,-31.44398599914292,-64.24278822694193
complaint124,0,1,0,1,2,2,1,2,06/12/2019,-31.43940404543347,-64.24523614269515
complaint125,0,0,0,0,0,1,1,0,08/08/2015,-31.441117796080658,-64.24587866370915
complaint126,0,2,0,1,1,1,0,2,02/08/2013,-31.445448576267164,-64.24273129859017
complaint127,0,0,0,2,2,1,1,1,21/08/2010,-31.433248043448433,-64.24500236220052
complaint128,0,0,0,0,2,1,1,0,16/07/2012,-31.444208871805948,-64.24789251080423
complaint129,0,1,0,1,1,0,1,2,29/03/2011,-31.434056944212077,-64.242733777532
complaint130,0,0,0,1,2,2,0,2,13/04/2020,-31.441607121036608,-64.24636806837118
complaint131,0,2,0,0,1,2,0,0,27/07/2016,-31.433968814779615,-64.24748192790578
complaint132,0,1,0,0,2,1,1,1,29/05/2010,-31.434806071800608,-64.24292914231265
complaint133,0,2,0,0,1,0,1,0,21/03/2011,-31.43409452190601,-64.24325565320295
complaint134,0,1,0,0,2,1,2,1,22/12/2012,-31.440436420203476,-64.2466128415375
complaint135,0,1,0,2,1,2,2,0,13/02/2015,-31.444767350292764,-64.24346672272007
complaint136,0,2,0,1,2,1,1,0,25/04/2018,-31.446111495846317,-64.24377864936258
complaint137,0,1,0,1,1,2,1,0,14/08/2019,-31.446536105373582,-64.2449215419714
complaint138,0,2,0,0,2,1,0,1,09/05/2014,-31.445355599114134,-64.24423946511543
complaint139,0,2,0,1,0,1,0,0,12/12/2016,-31.438921337182546,-64.24303817941485
complaint140,0,0,0,1,2,0,0,1,19/08/2021,-31.43259999899461,-64.24551006093282
complaint141,0,0,0,1,1,0,0,0,02/08/2018,-31.438181733574503,-64.24383882663179
complaint142,0,1,0,2,1,1,2,1,11/05/2021,-31.438918028949384,-64.24489723458399
complaint143,0,1,0,0,0,0,2,0,28/04/2019,-31.43599667016391,-64.24462360161381
complaint144,0,2,0,1,2,1,2,0,26/09/2021,-31.43469663346262,-64.24345525171374
complaint145,0,0,0,2,0,1,2,0,07/05/2019,-31.44320497984023,-64.24653288352222
complaint146,0,0,0,2,2,2,1,0,14/06/2015,-31.43888730870854,-64.24558114214459
complaint147,0,1,0,2,2,0,0,1,08/11/2010,-31.44542556804052,-64.24759777900236
complaint148,0,2,0,0,1,1,1,2,10/05/2016,-31.443714776459206,-64.24376912951388
complaint149,0,1,0,1,2,1,1,0,15/05/2021,-31.43711578423988,-64.24772203976798
complaint150,0,2,0,1,2,0,0,0,11/10/2014,-31.444172590676395,-64.24612185710309
complaint151,0,0,0,2,2,1,2,1,29/10/2015,-31.447302159746968,-64.24565186543535
complaint152,0,0,0,2,0,2,0,0,11/03/2020,-31.439907840727138,-64.24641598022613
complaint153,0,1,0,0,1,0,0,0,11/03/2021,-31.43787471034314,-64.24752989678316
complaint154,0,1,0,0,0,2,1,0,03/12/2020,-31.439566602225497,-64.24415577401774
complaint155,0,2,0,2,2,1,1,2,21/02/2020,-31.438840912091273,-64.24426689990906
complaint156,0,1,0,0,2,1,0,1,18/08/2013,-31.43710281213983,-64.24716333310663
complaint157,0,1,0,1,2,1,0,0,01/11/2021,-31.447285120860357,-64.24597302882215
complaint158,0,2,0,1,1,0,0,2,06/08/2018,-31.444290764770372,-64.24514216984886
complaint159,0,1,0,2,2,1,1,2,24/09/2021,-31.434799249355457,-64.2470542540443
complaint160,0,1,0,0,0,2,0,1,17/06/2020,-31.435206395989983,-64.24699278754527
complaint161,0,1,0,2,1,1,2,0,28/09/2010,-31.44261252741491,-64.24712794870415
complaint162,0,1,0,2,1,2,0,0,21/08/2017,-31.434504863435524,-64.24702405185332
complaint163,0,0,0,2,2,2,1,0,02/11/2014,-31.441670289837568,-64.24690762845279
complaint164,0,0,0,2,1,0,1,1,16/01/2010,-31.441495843654444,-64.24348759195364
complaint165,0,1,0,2,1,0,0,2,10/04/2017,-31.44426199657302,-64.24558221531848
complaint166,0,0,0,1,1,0,1,1,22/08/2012,-31.44568522927538,-64.24362031372726
complaint167,0,0,0,2,0,0,0,0,19/10/2015,-31.44086395774902,-64.24305132859864
complaint168,0,0,0,1,0,2,1,2,21/07/2011,-31.446909723872984,-64.24450077363403
complaint169,0,1,0,0,2,2,1,0,25/02/2014,-31.442984424714634,-64.24427530126283
complaint170,0,0,0,1,2,0,2,0,20/10/2020,-31.441227063518557,-64.24757339103127
complaint171,0,0,0,1,2,1,2,0,08/01/2013,-31.445975996036555,-64.24489934297557
complaint172,0,0,0,2,0,1,1,2,20/02/2011,-31.434353682425694,-64.2429351643693
complaint173,0,0,0,0,2,2,1,1,10/01/2021,-31.441420295987182,-64.24287795114839
complaint174,0,1,0,2,0,2,0,1,31/01/2013,-31.433454715676508,-64.24655721707003
complaint175,0,2,0,0,1,0,2,2,05/06/2010,-31.43502516650526,-64.2468189051267
complaint176,0,0,0,1,0,2,0,2,28/01/2011,-31.44621827150954,-64.24513587439962
complaint177,0,0,0,1,0,0,2,0,18/10/2014,-31.442613255298372,-64.24696413654465
complaint178,0,2,0,0,1,0,1,0,10/07/2020,-31.44223640264851,-64.24421236865726
complaint179,0,2,0,0,2,0,0,1,18/04/2017,-31.44443630487621,-64.24657549909405
complaint180,0,0,0,0,2,1,0,0,20/07/2016,-31.440158590553732,-64.24743858214748
complaint181,0,1,0,0,2,1,2,0,07/03/2014,-31.439295547420958,-64.24419755328134
complaint182,0,1,0,1,1,1,0,1,06/06/2016,-31.44574197065257,-64.24345382540842
complaint183,0,2,0,2,1,1,2,2,01/03/2018,-31.439321384808718,-64.24742199821594
complaint184,0,0,0,2,2,0,0,0,09/07/2018,-31.44426103736288,-64.2473224771335
complaint185,0,1,0,1,1,2,2,2,23/04/2010,-31.43840935621734,-64.24491334757815
complaint186,0,0,0,0,2,2,0,1,26/07/2012,-31.440147742233677,-64.24606070886152
complaint187,0,0,0,1,0,0,1,0,05/03/2018,-31.43960347165349,-64.24637324209418
complaint188,0,2,0,2,0,2,1,1,29/12/2019,-31.436974576178844,-64.24371325973578
complaint189,0,0,0,1,0,1,1,1,10/08/2019,-31.44246998464579,-64.24343895823293
complaint190,0,2,0,0,0,1,1,2,16/09/2010,-31.44689144414834,-64.2439016784715
complaint191,0,0,0,0,1,1,1,2,13/12/2016,-31.4448891907405,-64.24685602665696
complaint192,0,1,0,0,0,1,0,0,05/02/2019,-31.445743839574572,-64.24576736717329
complaint193,0,2,0,1,0,1,2,1,12/10/2021,-31.434793582303154,-64.2449249439045
complaint194,0,1,0,1,0,2,1,1,08/06/2014,-31.441419939692757,-64.24331028029121
complaint195,0,1,0,1,2,1,0,1,21/08/2018,-31.443852475921062,-64.24679750734475
complaint196,0,0,0,2,1,0,0,0,20/09/2016,-31.43905982736055,-64.24425653055773
complaint197,0,1,0,1,2,0,0,2,17/06/2012,-31.439954266075354,-64.24549663664163
complaint198,0,1,0,0,0,1,0,2,08/09/2019,-31.43612141139833,-64.24362736205161
complaint199,0,2,0,2,0,0,1,0,23/06/2016,-31.438590452293408,-64.24365873505873
complaint200,0,0,0,1,1,1,1,0,12/04/2011,-31.432658355968023,-64.24714007776578
complaint201,0,1,0,2,0,2,0,1,05/01/2011,-31.43886992248476,-64.2430651126976
complaint202,0,2,0,0,0,1,1,0,31/10/2016,-31.445898972142295,-64.24744783084523
complaint203,0,1,0,0,2,1,1,2,21/05/2016,-31.4434524513122,-64.24568884481084
complaint204,0,1,0,1,2,1,1,0,15/02/2012,-31.446111151913232,-64.24668410686937
complaint205,0,0,0,1,1,0,2,0,01/04/2013,-31.44034555249287,-64.2467509901644
complaint206,0,0,0,1,2,0,0,1,29/07/2019,-31.44689928084573,-64.24795711394106
complaint207,0,1,0,1,1,0,2,1,22/03/2013,-31.437926294425754,-64.24310985188843
complaint208,0,2,0,0,1,0,2,2,16/12/2018,-31.43687440178755,-64.24462183789173
complaint209,0,2,0,2,2,1,2,0,25/08/2017,-31.434649063938576,-64.24761399474622
complaint210,0,0,0,2,0,2,0,0,18/12/2013,-31.435004246658853,-64.24342489682057
complaint211,0,0,0,2,0,0,0,1,08/11/2012,-31.43627948952609,-64.24296549535674
complaint212,0,2,0,0,0,0,0,1,07/05/2010,-31.446436007863568,-64.24642885718907
complaint213,0,0,0,2,1,0,2,1,23/04/2010,-31.435185165108972,-64.24721505288754
complaint214,0,1,0,1,0,1,0,1,10/01/2017,-31.437058730350827,-64.2463767378255
complaint215,0,2,0,2,1,0,0,0,21/03/2018,-31.443704424234117,-64.24637049457375
complaint216,0,1,0,2,0,0,1,2,23/03/2018,-31.43399707582408,-64.24736402487285
complaint217,0,2,0,2,1,0,1,0,19/12/2017,-31.436792514704692,-64.24602648957251
complaint218,0,1,0,2,1,2,0,1,19/09/2016,-31.436447969752283,-64.24409284070475
complaint219,0,2,0,0,2,1,2,1,10/09/2010,-31.443934007271526,-64.24478660577623
complaint220,0,1,0,0,1,1,1,0,16/07/2021,-31.43744230027149,-64.24575168788462
complaint221,0,2,0,0,2,1,1,1,09/06/2010,-31.44513151967014,-64.24415535095844
complaint222,0,0,0,2,2,0,0,0,29/03/2015,-31.44488657399194,-64.24446118977573
complaint223,0,0,0,0,0,2,0,1,06/09/2020,-31.443936645262585,-64.24522101746923
complaint224,0,2,0,1,0,1,0,0,30/04/2018,-31.445387608646648,-64.24724721633214
complaint225,0,1,0,0,2,2,0,1,30/04/2010,-31.43585709613071,-64.24742516741817
complaint226,0,1,0,0,1,2,1,1,19/02/2020,-31.43869880087137,-64.24439359184703
complaint227,0,2,0,1,2,2,1,2,04/04/2013,-31.435009236745515,-64.24431063048277
complaint228,0,0,0,0,2,1,2,1,10/11/2019,-31.442122899399685,-64.24767858758091
complaint229,0,2,0,1,1,0,2,1,03/09/2021,-31.443536157980855,-64.24758833105261
complaint230,0,2,0,1,1,2,0,2,08/04/2020,-31.44207883714401,-64.24584549665566
complaint231,0,1,0,0,0,2,0,0,19/03/2015,-31.435982061644534,-64.24718671807199
complaint232,0,0,0,2,2,1,2,1,22/09/2019,-31.4365676162724,-64.24348629328892
complaint233,0,1,0,0,1,2,0,0,09/04/2020,-31.435185031484078,-64.24388500603825
complaint234,0,1,0,2,2,1,0,2,22/07/2011,-31.443320566013607,-64.24289988556237
complaint235,0,1,0,2,1,0,1,2,07/09/2021,-31.43865558635165,-64.24609508215254
complaint236,0,1,0,2,2,1,0,1,16/03/2012,-31.434027823986433,-64.24457768505927
complaint237,0,0,0,0,1,2,0,0,29/05/2015,-31.43601182532897,-64.24542667847346
complaint238,0,0,0,0,2,0,2,1,29/01/2010,-31.44194578592117,-64.24466584530619
complaint239,0,0,0,2,1,1,0,0,22/05/2011,-31.444776412211226,-64.2468500976565
complaint240,0,2,0,2,1,2,0,2,11/05/2020,-31.433275012457134,-64.24423272457544
complaint241,0,1,0,1,0,0,2,2,05/12/2016,-31.446225090265028,-64.24607732121301
complaint242,0,2,0,1,0,0,0,1,08/06/2014,-31.446159665102098,-64.24392756263389
complaint243,0,0,0,2,0,2,1,2,26/05/2013,-31.43547453256581,-64.24790925712492
complaint244,0,2,0,1,1,0,2,2,01/02/2014,-31.436411397487866,-64.24309008010484
complaint245,0,2,0,2,1,0,0,2,23/01/2021,-31.444235864470254,-64.24699451526361
complaint246,0,1,0,0,0,2,2,0,25/07/2014,-31.444726542840385,-64.24522515636602
complaint247,0,1,0,0,2,2,2,2,01/11/2012,-31.43358431588372,-64.24669383671865
complaint248,0,0,0,0,0,1,1,1,24/09/2011,-31.442433492997566,-64.24285923686976
complaint249,0,2,0,0,2,2,1,2,03/12/2012,-31.43330846134812,-64.24621214608813
complaint250,0,1,0,2,0,1,2,1,08/04/2015,-31.43767252397806,-64.24486384718291
complaint251,0,1,0,1,0,2,2,2,24/05/2019,-31.43607763421387,-64.24598081309547
complaint252,0,2,0,1,2,2,2,0,22/09/2013,-31.443279607933547,-64.24521529081305
complaint253,0,2,0,0,0,0,1,1,29/03/2011,-31.43667437683989,-64.24382030284731
complaint254,0,2,0,1,1,0,2,2,08/11/2021,-31.44078978533036,-64.24448468363492
complaint255,0,1,0,0,1,0,1,2,01/06/2017,-31.44495068035768,-64.24504355201559
complaint256,0,0,0,1,1,1,2,1,28/10/2019,-31.43952256281084,-64.24758185512914
complaint257,0,2,0,0,2,0,2,0,15/11/2013,-31.446971362774708,-64.24517214430975
complaint258,0,0,0,2,0,1,2,0,11/12/2017,-31.439366729251113,-64.24375241467072
complaint259,0,2,0,0,0,0,2,2,12/02/2015,-31.446260638759977,-64.24476209837353
complaint260,0,0,0,2,2,0,2,0,25/11/2017,-31.432838892480746,-64.24279976162934
complaint261,0,0,0,2,1,2,0,2,26/10/2019,-31.434691709093393,-64.24558230803045
complaint262,0,0,0,0,0,2,0,2,19/05/2019,-31.445575434517558,-64.24544577258932
complaint263,0,0,0,0,0,0,1,1,20/10/2011,-31.433557667993394,-64.24426694991847
complaint264,0,0,0,0,0,1,0,1,30/12/2011,-31.44043947427348,-64.24621855271428
complaint265,0,2,0,0,0,1,1,1,18/01/2016,-31.43852358260365,-64.24802220243626
complaint266,0,1,0,1,2,2,0,0,31/12/2014,-31.435122205033156,-64.24708084590598
complaint267,0,1,0,1,0,0,2,1,23/11/2011,-31.436728554365942,-64.2450541448257
complaint268,0,2,0,2,2,0,0,2,22/04/2018,-31.443875785821234,-64.24680065479235
complaint269,0,2,0,1,1,0,0,0,15/11/2013,-31.438818539318433,-64.24562007467118
complaint270,0,1,0,2,0,0,0,1,10/02/2019,-31.435242285850055,-64.24589930459015
complaint271,0,2,0,2,2,2,2,0,25/03/2011,-31.44005934834119,-64.24394259317968
complaint272,0,0,0,1,0,2,2,2,07/09/2021,-31.43416605202469,-64.24656628427036
complaint273,0,1,0,1,1,2,2,0,05/11/2020,-31.435766217431773,-64.2463789537806
complaint274,0,2,0,1,2,0,0,0,04/12/2012,-31.434018944837078,-64.24402258050644
complaint275,0,1,0,0,0,1,0,0,05/10/2017,-31.43778317301447,-64.24784134895232
complaint276,0,2,0,2,2,2,0,2,19/05/2016,-31.44556353319131,-64.24632391085504
complaint277,0,2,0,0,2,1,1,1,21/09/2012,-31.436252883270804,-64.2457915432127
complaint278,0,1,0,1,1,0,0,2,27/12/2013,-31.444344584848274,-64.24404096114918
complaint279,0,1,0,1,1,0,0,1,04/02/2018,-31.436222639330158,-64.24730088359071
complaint280,0,0,0,2,1,0,1,0,24/12/2011,-31.439431841032082,-64.24433513162082
complaint281,0,0,0,0,0,0,2,2,24/11/2014,-31.440389556287148,-64.2471154116641
complaint282,0,2,0,0,1,0,2,2,16/12/2017,-31.442230615501348,-64.24630141709207
complaint283,0,0,0,1,1,0,1,1,17/01/2018,-31.433519079401762,-64.2478024382807
complaint284,0,2,0,2,1,1,2,2,04/02/2014,-31.43710030297252,-64.2447070389496
complaint285,0,0,0,1,2,2,1,1,12/12/2018,-31.435577655045428,-64.24702758881422
complaint286,0,0,0,2,1,1,1,2,24/03/2012,-31.43329783170721,-64.24557045332855
complaint287,0,0,0,2,0,2,2,2,05/03/2018,-31.43798506043133,-64.24617719777534
complaint288,0,1,0,1,0,2,0,1,13/05/2010,-31.43262897177471,-64.24342424590263
complaint289,0,2,0,2,1,1,2,0,30/04/2019,-31.446571755342656,-64.24500752765044
complaint290,0,0,0,1,0,2,0,1,16/03/2012,-31.443100702922948,-64.24288921267016
complaint291,0,0,0,1,0,2,0,0,13/06/2017,-31.445633614722105,-64.24505393716649
complaint292,0,1,0,1,0,0,2,1,26/09/2011,-31.435928399433738,-64.24539085129027
complaint293,0,0,0,1,2,1,1,0,09/05/2015,-31.434712244535515,-64.24447460722126
complaint294,0,2,0,1,2,2,0,2,14/12/2010,-31.44560502546786,-64.24390044267942
complaint295,0,2,0,2,0,1,2,0,16/04/2020,-31.436758388769846,-64.24369119718683
complaint296,0,1,0,2,2,0,1,1,02/02/2012,-31.43322943919521,-64.2464439675753
complaint297,0,1,0,0,0,1,2,0,12/04/2013,-31.44113787683769,-64.24368326190526
complaint298,0,0,0,0,0,1,2,1,13/12/2019,-31.43994936895857,-64.24612488454906
complaint299,0,1,0,0,2,0,1,1,25/10/2020,-31.44625416237645,-64.2474518726162
complaint300,0,1,0,2,2,1,0,2,09/09/2020,-31.434296506024836,-64.24630383770744
complaint301,0,0,0,2,1,0,1,2,02/12/2010,-31.438870172559085,-64.24695361989602
complaint302,0,0,0,2,0,2,2,2,07/01/2014,-31.439959666858318,-64.24733723328085
